Step,MAPE,Lookback,Horizon,Input_Set
1,1.244479138404131,22,10,FULL
2,1.5355730429291725,22,10,FULL
3,1.8033886328339577,22,10,FULL
4,2.052338793873787,22,10,FULL
5,2.2812049835920334,22,10,FULL
6,2.4860503152012825,22,10,FULL
7,2.6700999587774277,22,10,FULL
8,2.8556227684020996,22,10,FULL
9,3.032849356532097,22,10,FULL
10,3.1985007226467133,22,10,FULL
