Step,MAPE,Lookback,Horizon,Input_Set
1,1.2354201637208462,10,10,FULL
2,1.5266122296452522,10,10,FULL
3,1.7746586352586746,10,10,FULL
4,2.0226452499628067,10,10,FULL
5,2.2676074877381325,10,10,FULL
6,2.453499659895897,10,10,FULL
7,2.6249077171087265,10,10,FULL
8,2.823805622756481,10,10,FULL
9,3.0019257217645645,10,10,FULL
10,3.1385082751512527,10,10,FULL
