Step,MAPE,Lookback,Horizon,Input_Set
1,1.4777902513742447,63,5,FULL
2,1.7928944900631905,63,5,FULL
3,2.0437614992260933,63,5,FULL
4,2.290141023695469,63,5,FULL
5,2.506653591990471,63,5,FULL
