Step,MAPE,Lookback,Horizon,Input_Set
1,1.652420498430729,63,10,FULL
2,1.885969564318657,63,10,FULL
3,2.0690791308879852,63,10,FULL
4,2.250360883772373,63,10,FULL
5,2.4084363132715225,63,10,FULL
6,2.551518753170967,63,10,FULL
7,2.6946982368826866,63,10,FULL
8,2.855154313147068,63,10,FULL
9,2.9519038274884224,63,10,FULL
10,3.082922287285328,63,10,FULL
