Date,Aluminium,Copper,Nickel,Zinc,Tin,Lead
2008-01-02,2365.5,6666.0,26505.0,2384.0,16055.0,2580.0
2008-01-03,2422.0,6765.0,28105.0,2466.0,16355.0,2593.0
2008-01-04,2447.0,6990.5,29515.0,2563.0,16550.0,2665.0
2008-01-07,2404.0,6915.5,27905.0,2475.5,16200.0,2601.0
2008-01-08,2442.0,7106.0,28855.0,2534.0,16400.0,2580.5
2008-01-09,2450.5,7351.0,28800.0,2527.0,16450.0,2630.0
2008-01-10,2415.5,7120.5,28155.0,2409.5,16150.0,2525.5
2008-01-11,2417.0,7196.0,27610.0,2321.0,16175.0,2551.0
2008-01-14,2470.5,7361.0,28710.0,2375.5,16350.0,2640.0
2008-01-15,2460.5,7225.5,28450.0,2295.5,16145.0,2680.0
2008-01-16,2423.0,7020.0,27900.0,2262.0,16060.0,2610.0
2008-01-17,2412.5,7121.5,27715.0,2270.5,16350.0,2610.0
2008-01-18,2400.0,7062.0,27600.0,2240.5,16450.0,2550.0
2008-01-21,2371.5,6910.0,27330.0,2260.5,16175.0,2513.5
2008-01-22,2359.0,6920.0,26550.0,2180.0,16000.0,2480.0
2008-01-23,2371.0,7000.5,26800.0,2216.0,16345.0,2540.5
2008-01-24,2411.0,7092.0,26860.0,2235.5,16550.0,2579.5
2008-01-25,2483.0,7120.0,27010.0,2241.5,16300.0,2650.5
2008-01-28,2447.0,6893.0,26455.0,2210.0,16250.0,2586.5
2008-01-29,2555.0,7171.0,27330.0,2310.5,16575.0,2730.0
2008-01-30,2631.0,7165.0,27460.0,2312.5,16700.0,2741.0
2008-01-31,2643.0,7170.5,27550.0,2392.0,16835.0,2741.5
2008-02-01,2676.0,7345.0,27705.0,2506.0,16910.0,2845.0
2008-02-04,2628.5,7295.0,27350.0,2465.0,16780.0,2865.0
2008-02-05,2597.5,7202.0,26565.0,2402.0,16600.0,2770.0
2008-02-06,2591.5,7181.0,26410.0,2384.0,16680.0,2800.0
2008-02-07,2601.0,7350.0,26475.0,2333.0,16700.0,2786.0
2008-02-08,2680.0,7612.0,27355.0,2345.0,16975.0,2880.0
2008-02-11,2668.0,7820.5,28000.0,2429.0,16950.0,3012.0
2008-02-12,2637.5,7805.0,27800.0,2416.0,17055.0,3032.0
2008-02-13,2608.0,7680.5,27605.0,2366.5,16955.0,3020.0
2008-02-14,2738.0,7776.0,27405.0,2341.0,17005.0,3071.0
2008-02-15,2812.5,7801.0,27605.0,2355.0,16780.0,3045.0
2008-02-18,2796.0,7945.0,27405.0,2321.0,17000.0,3020.0
2008-02-19,2806.0,8080.0,27750.0,2370.5,16950.0,3110.0
2008-02-20,2812.5,8101.0,27655.0,2340.5,17005.0,3170.0
2008-02-21,2865.0,8281.0,28400.0,2470.5,17450.0,3315.0
2008-02-22,2865.5,8322.0,28550.0,2451.0,17335.0,3284.0
2008-02-25,2857.5,8247.0,28450.0,2465.5,17530.0,3266.0
2008-02-26,2877.0,8271.0,27850.0,2452.0,17725.0,3253.5
2008-02-27,3065.5,8516.0,28900.0,2601.0,17900.0,3400.0
2008-02-28,3046.0,8470.0,30325.0,2665.5,18425.0,3339.0
2008-02-29,3086.0,8540.5,31505.0,2721.0,18700.0,3394.0
2008-03-03,3141.0,8565.0,31900.0,2775.0,18720.0,3390.0
2008-03-04,3111.0,8685.0,33250.0,2805.5,19190.0,3460.0
2008-03-05,3062.0,8416.0,31655.0,2679.0,18850.0,3200.0
2008-03-06,3172.0,8881.0,33300.0,2825.5,19200.0,3380.0
2008-03-07,3175.0,8660.0,33200.0,2640.5,19250.0,3160.0
2008-03-10,3100.0,8400.5,32610.0,2540.0,18950.0,3035.0
2008-03-11,3115.0,8560.5,32155.0,2565.0,19200.0,3050.0
2008-03-12,3001.5,8356.0,31380.0,2544.0,19205.0,3015.0
2008-03-13,3078.0,8550.0,32285.0,2636.0,19855.0,3142.0
2008-03-14,3108.0,8611.0,32650.0,2585.0,20800.0,3111.0
2008-03-17,2931.0,8360.0,31210.0,2480.5,20450.0,2921.0
2008-03-18,2940.0,8285.0,30160.0,2475.0,20700.0,2871.0
2008-03-19,2862.0,8210.5,29605.0,2390.5,20605.0,2820.0
2008-03-20,2762.0,7789.0,28285.0,2260.0,19550.0,2650.0
2008-03-25,2887.0,8240.0,29675.0,2317.0,20000.0,2815.0
2008-03-26,2860.5,8260.0,29030.0,2291.0,20225.0,2725.0
2008-03-27,2918.0,8457.0,29975.0,2280.0,20400.0,2752.5
2008-03-28,2941.5,8540.0,31150.0,2325.5,20600.0,2872.5
2008-03-31,2935.0,8520.0,29805.0,2303.0,20525.0,2793.0
2008-04-01,2876.0,8325.5,28855.0,2264.0,19975.0,2747.0
2008-04-02,2900.0,8464.0,28900.0,2281.0,19825.0,2783.0
2008-04-03,2837.0,8591.0,28200.0,2290.5,19780.0,2811.0
2008-04-04,2846.5,8645.0,28730.0,2282.0,19950.0,2906.0
2008-04-07,2907.5,8740.0,28290.0,2362.5,20450.0,2955.0
2008-04-08,2926.0,8682.0,28275.0,2303.0,20350.0,2866.0
2008-04-09,2952.0,8650.0,28905.0,2305.5,20525.0,2895.0
2008-04-10,3042.0,8884.5,29430.0,2330.5,20900.0,2931.0
2008-04-11,3030.5,8810.0,28505.0,2290.0,20705.0,2948.0
2008-04-14,3000.5,8679.5,28600.0,2240.0,20900.0,2900.0
2008-04-15,2986.5,8720.0,28630.0,2270.5,21080.0,2891.0
2008-04-16,3009.0,8736.5,30025.0,2286.0,21475.0,2825.0
2008-04-17,3037.0,8861.5,29405.0,2285.5,21790.0,2841.0
2008-04-18,2965.0,8630.0,28645.0,2240.5,21675.0,2814.5
2008-04-21,3012.5,8641.5,28650.0,2219.5,21905.0,2805.0
2008-04-22,3012.0,8770.0,28500.0,2235.0,22200.0,2801.0
2008-04-23,3041.0,8796.0,28335.0,2185.0,23485.0,2760.0
2008-04-24,3025.5,8700.5,28675.0,2220.0,24155.0,2740.5
2008-04-25,2913.5,8600.0,28830.0,2210.5,23860.0,2725.0
2008-04-28,2951.0,8746.0,29050.0,2276.0,23900.0,2755.0
2008-04-29,2938.0,8740.0,28450.0,2230.5,24005.0,2720.0
2008-04-30,2895.0,8655.0,28905.0,2195.5,23600.0,2680.5
2008-05-01,2850.0,8686.0,28455.0,2195.5,23090.0,2650.5
2008-05-02,2816.0,8390.0,27600.0,2146.0,22840.0,2530.0
2008-05-06,2881.0,8622.0,28310.0,2215.0,23500.0,2581.0
2008-05-07,2882.5,8641.0,28430.0,2235.5,24270.0,2481.0
2008-05-08,2820.0,8460.0,27600.0,2190.5,24600.0,2410.5
2008-05-09,2867.5,8400.0,26860.0,2165.5,24565.0,2285.5
2008-05-12,2856.0,8276.0,26500.0,2159.0,24700.0,2232.0
2008-05-13,2898.0,8410.0,26775.0,2289.5,25395.0,2283.0
2008-05-14,2881.5,8180.0,26575.0,2270.0,25155.0,2203.0
2008-05-15,2953.5,8360.0,26455.0,2261.0,25500.0,2246.0
2008-05-16,2990.0,8470.0,26295.0,2323.0,25240.0,2300.5
2008-05-19,2955.0,8540.0,26000.0,2265.5,24200.0,2262.0
2008-05-20,2919.0,8360.0,25815.0,2220.0,23850.0,2137.0
2008-05-21,2960.5,8395.0,25300.0,2216.0,24275.0,2133.0
2008-05-22,2992.0,8420.0,24455.0,2169.0,24420.0,2097.5
2008-05-23,2945.5,8278.0,23355.0,2111.5,23690.0,1998.0
2008-05-27,2958.0,8376.0,23060.0,2139.5,24275.0,2011.0
2008-05-28,2888.0,8176.0,22680.0,2075.5,23850.0,1990.0
2008-05-29,2861.0,8110.0,22050.0,2015.0,22655.0,1921.0
2008-05-30,2883.0,8105.0,22130.0,1979.5,21175.0,1940.0
2008-06-02,2858.5,7980.0,21605.0,1935.0,20650.0,1960.0
2008-06-03,2871.0,8060.0,22505.0,1944.0,21550.0,2030.5
2008-06-04,2858.5,8006.0,22000.0,1948.5,21300.0,2003.0
2008-06-05,2825.0,7921.0,22700.0,1934.0,22600.0,1942.0
2008-06-06,2901.0,8106.0,22730.0,1938.0,22550.0,1935.5
2008-06-09,2905.0,8092.5,21855.0,1950.0,22250.0,1935.0
2008-06-10,2891.0,8050.0,22450.0,1902.0,21300.0,1950.0
2008-06-11,2900.0,7989.0,22900.0,1862.5,21200.0,1901.0
2008-06-12,2882.5,7955.0,23950.0,1855.5,21175.0,1837.0
2008-06-13,2895.5,8025.0,24550.0,1850.5,21375.0,1800.5
2008-06-16,2910.5,8255.0,23600.0,1812.0,21850.0,1738.0
2008-06-17,2934.0,8181.0,23500.0,1841.5,21950.0,1802.0
2008-06-18,3026.0,8296.0,23610.0,1891.5,22505.0,1886.0
2008-06-19,3035.0,8385.5,22605.0,1885.5,22350.0,1806.5
2008-06-20,3090.5,8590.0,22505.0,1925.5,22850.0,1870.0
2008-06-23,3076.0,8540.5,22150.0,1898.5,23225.0,1821.0
2008-06-24,3064.5,8491.5,21605.0,1875.0,23400.0,1801.0
2008-06-25,3038.5,8542.0,21530.0,1852.5,22975.0,1773.5
2008-06-26,3024.5,8551.0,21905.0,1890.0,23105.0,1800.0
2008-06-27,3052.5,8680.0,21600.0,1917.0,23345.0,1796.0
2008-06-30,3075.0,8775.5,21675.0,1875.0,23310.0,1735.5
2008-07-01,3086.0,8711.0,21735.0,1894.5,23490.0,1761.0
2008-07-02,3084.0,8750.5,21275.0,1860.5,23700.0,1720.0
2008-07-03,3158.0,8985.0,20965.0,1798.0,23075.0,1621.0
2008-07-04,3090.0,8661.0,20400.0,1740.0,22545.0,1546.5
2008-07-07,3187.0,8565.0,20530.0,1777.0,23375.0,1564.5
2008-07-08,3220.0,8540.0,20615.0,1803.0,23130.0,1652.0
2008-07-09,3077.0,8355.0,20510.0,1798.5,23095.0,1707.0
2008-07-10,3271.5,8423.0,21880.0,1921.0,23200.0,1902.0
2008-07-11,3291.5,8499.0,21650.0,2024.0,23325.0,2005.5
2008-07-14,3230.0,8480.0,20705.0,1975.5,23590.0,1946.0
2008-07-15,3217.5,8475.5,20745.0,1910.0,24100.0,1968.5
2008-07-16,3126.0,8291.0,20305.0,1760.5,23205.0,1896.0
2008-07-17,3059.0,8301.0,20450.0,1792.0,23510.0,1941.0
2008-07-18,3026.0,8324.0,20405.0,1790.5,23420.0,1946.0
2008-07-21,2987.5,8390.0,20400.0,1821.5,23305.0,2035.5
2008-07-22,3021.0,8441.0,20380.0,1885.5,23525.0,2159.5
2008-07-23,2966.5,8310.0,20235.0,1885.5,23395.0,2134.0
2008-07-24,2936.5,8259.5,19010.0,1891.5,22900.0,2185.0
2008-07-25,2907.5,8160.0,18225.0,1825.5,22375.0,2145.0
2008-07-28,2923.5,8190.0,18150.0,1815.5,22550.0,2181.0
2008-07-29,2937.0,8096.0,18260.0,1865.0,22510.0,2245.0
2008-07-30,2907.0,8055.0,18220.0,1863.0,22350.0,2241.0
2008-07-31,2928.5,8260.5,18635.0,1906.5,22535.0,2230.0
2008-08-01,2872.5,8096.0,18155.0,1851.0,21700.0,2160.0
2008-08-04,2840.0,7905.0,18005.0,1797.0,21110.0,2090.0
2008-08-05,2831.0,7809.5,17445.0,1750.0,20260.0,2016.0
2008-08-06,2855.0,7871.0,17495.0,1736.0,20800.0,2111.0
2008-08-07,2866.0,7826.0,18550.0,1746.0,20500.0,2119.0
2008-08-08,2820.5,7550.0,17850.0,1690.0,19925.0,2005.0
2008-08-11,2803.5,7460.5,17950.0,1670.5,18975.0,1961.0
2008-08-12,2755.0,7261.0,17635.0,1658.5,18150.0,1893.0
2008-08-13,2728.5,7318.0,18050.0,1634.0,17625.0,1707.5
2008-08-14,2760.5,7640.0,19100.0,1630.0,19050.0,1775.0
2008-08-15,2716.0,7310.0,18505.0,1641.5,18675.0,1695.0
2008-08-18,2716.0,7432.0,18100.0,1631.0,19450.0,1724.0
2008-08-19,2700.5,7477.0,18800.0,1693.0,19900.0,1780.0
2008-08-20,2720.0,7670.0,19555.0,1695.0,20000.0,1819.0
2008-08-21,2744.0,7842.0,21105.0,1805.0,21400.0,1895.0
2008-08-22,2751.0,7861.0,21000.0,1805.5,21800.0,1880.0
2008-08-26,2695.0,7581.0,20195.0,1732.0,20700.0,1855.0
2008-08-27,2725.0,7626.0,20410.0,1779.0,20550.0,1916.0
2008-08-28,2705.0,7648.0,20350.0,1800.0,20000.0,2111.0
2008-08-29,2682.5,7510.0,20300.0,1720.5,19955.0,1959.0
2008-09-01,2647.0,7371.0,19415.0,1774.0,19455.0,1951.0
2008-09-02,2632.0,7225.0,19255.0,1730.5,19200.0,1875.0
2008-09-03,2635.0,7360.0,19425.0,1730.5,19400.0,1920.0
2008-09-04,2638.0,7420.0,19575.0,1815.5,19700.0,1975.0
2008-09-05,2596.0,7075.0,18560.0,1735.5,18850.0,1806.0
2008-09-08,2597.0,6990.0,18660.0,1735.0,18925.0,1850.0
2008-09-09,2571.0,6926.0,18625.0,1705.0,19025.0,1805.0
2008-09-10,2555.0,6861.0,18400.0,1696.0,18410.0,1788.0
2008-09-11,2561.5,6900.0,18430.0,1712.5,19005.0,1806.0
2008-09-12,2583.0,7096.0,18925.0,1802.5,19150.0,1885.0
2008-09-15,2518.0,6879.0,17900.0,1716.0,18660.0,1803.5
2008-09-16,2491.0,6841.0,17570.0,1701.5,18350.0,1784.0
2008-09-17,2482.0,6932.0,17475.0,1719.0,18400.0,1813.0
2008-09-18,2475.5,6932.0,16850.0,1705.0,17165.0,1805.0
2008-09-19,2461.5,6900.0,16215.0,1713.0,17195.0,1832.5
2008-09-22,2500.5,7166.0,17105.0,1793.0,17555.0,1921.0
2008-09-23,2465.0,7090.0,16510.0,1763.5,17525.0,1920.5
2008-09-24,2461.0,6995.0,16800.0,1764.0,17700.0,2001.0
2008-09-25,2431.0,6905.0,16725.0,1755.5,17455.0,1946.0
2008-09-26,2462.0,6926.0,16950.0,1780.5,18000.0,1980.0
2008-09-29,2410.0,6590.0,16355.0,1682.5,17815.0,1835.5
2008-09-30,2395.0,6419.0,15755.0,1650.0,17175.0,1801.0
2008-10-01,2376.5,6379.0,16000.0,1647.0,17650.0,1806.0
2008-10-02,2346.0,6221.0,15605.0,1645.0,17655.0,1740.0
2008-10-03,2250.0,5960.0,15125.0,1563.0,16950.0,1681.0
2008-10-06,2206.0,5706.0,14405.0,1521.0,16660.0,1615.0
2008-10-07,2228.0,5739.0,14005.0,1516.0,16300.0,1650.5
2008-10-08,2272.0,5505.0,13410.0,1508.0,15525.0,1605.0
2008-10-09,2240.0,5402.0,12850.0,1460.0,15000.0,1605.0
2008-10-10,2162.0,5000.0,11950.0,1336.0,13800.0,1484.0
2008-10-13,2194.0,5031.0,12400.0,1442.0,14300.0,1518.0
2008-10-14,2242.0,5555.0,13220.0,1442.0,14860.0,1615.0
2008-10-15,2135.5,5126.0,11675.0,1317.0,14010.0,1512.0
2008-10-16,2110.5,4880.0,11430.0,1203.5,13855.0,1440.0
2008-10-17,2104.0,4701.0,10335.0,1115.5,13300.0,1326.0
2008-10-20,2101.0,4875.5,10155.0,1181.0,13260.0,1407.0
2008-10-21,2044.0,4490.0,10450.0,1135.5,11960.0,1336.0
2008-10-22,1982.0,4286.0,10410.0,1125.0,12000.0,1240.0
2008-10-23,1910.5,3986.0,9105.0,1062.0,11580.0,1150.5
2008-10-24,1876.0,3721.0,8810.0,1062.5,11350.0,1140.0
2008-10-27,1886.0,3686.0,9800.0,1076.5,12460.0,1206.0
2008-10-28,2015.5,4129.0,11640.0,1146.5,15000.0,1445.0
2008-10-29,2104.5,4420.5,12505.0,1186.5,15205.0,1531.0
2008-10-30,2036.0,4497.0,12625.0,1166.0,14700.0,1520.5
2008-10-31,1970.5,3995.0,11305.0,1091.0,13860.0,1469.0
2008-11-03,1966.0,3960.0,11355.0,1100.5,14000.0,1455.0
2008-11-04,1990.5,4231.0,11810.0,1135.5,15250.0,1521.0
2008-11-05,2012.0,4071.0,12035.0,1145.5,15100.0,1478.0
2008-11-06,1975.5,3890.0,11455.0,1102.5,15100.0,1470.0
2008-11-07,1956.0,3761.0,11405.0,1080.0,15100.0,1446.0
2008-11-08,1956.0,3761.0,11405.0,1080.0,15100.0,1446.0
2008-11-10,1971.0,4005.0,11905.0,1107.5,15450.0,1411.0
2008-11-11,1906.5,3690.5,10960.0,1080.5,14700.0,1285.0
2008-11-12,1860.0,3592.0,10550.0,1095.5,14125.0,1257.0
2008-11-13,1871.5,3591.0,10405.0,1146.0,14150.0,1302.0
2008-11-14,1888.0,3722.0,11100.0,1199.0,14370.0,1349.0
2008-11-17,1820.5,3580.5,10450.0,1120.5,13900.0,1258.0
2008-11-18,1835.5,3511.0,10350.0,1148.5,12900.0,1245.0
2008-11-19,1825.5,3565.0,10205.0,1163.5,12255.0,1240.0
2008-11-20,1751.5,3430.5,9655.0,1131.0,11500.0,1171.0
2008-11-21,1750.0,3470.5,10105.0,1204.5,11900.0,1217.0
2008-11-24,1758.0,3715.5,10105.0,1208.0,11955.0,1189.0
2008-11-25,1749.0,3565.5,10110.0,1210.5,13000.0,1186.0
2008-11-26,1740.0,3742.0,10205.0,1274.5,13105.0,1176.0
2008-11-27,1720.5,3665.0,10160.0,1213.5,12700.0,1086.0
2008-11-28,1701.0,3581.0,9705.0,1185.0,12310.0,1080.0
2008-12-01,1690.5,3595.5,9760.0,1190.0,12850.0,1083.0
2008-12-02,1642.5,3530.5,9580.0,1164.0,12105.0,1060.0
2008-12-03,1587.0,3423.0,9260.0,1141.0,11900.0,1003.0
2008-12-04,1544.0,3360.5,9055.0,1135.0,11705.0,1000.0
2008-12-05,1446.0,3050.5,9080.0,1096.5,11585.0,915.0
2008-12-08,1466.0,3141.0,9150.0,1080.0,11505.0,936.0
2008-12-09,1463.0,3120.0,9200.0,1097.0,11800.0,968.0
2008-12-10,1462.5,3180.5,9330.0,1090.0,12000.0,970.5
2008-12-11,1525.5,3232.5,10610.0,1084.0,12250.0,1031.0
2008-12-12,1466.0,2982.0,10210.0,1042.0,11505.0,982.0
2008-12-15,1442.0,3075.5,10105.0,1063.5,11750.0,1016.0
2008-12-16,1423.0,3020.5,9660.0,1054.5,11400.0,980.0
2008-12-17,1431.0,3000.0,9705.0,1045.5,11150.0,967.0
2008-12-18,1431.0,2885.5,9460.0,1067.0,11000.0,945.5
2008-12-19,1438.5,2826.0,9655.0,1082.0,10600.0,882.0
2008-12-22,1478.0,2910.5,9970.0,1130.5,10505.0,880.0
2008-12-23,1506.5,2850.5,9700.0,1133.0,10005.0,907.0
2008-12-24,1495.5,2770.0,9500.0,1100.0,10000.0,900.0
2008-12-29,1460.0,2843.0,9755.0,1106.0,10000.0,900.5
2008-12-30,1445.5,2812.0,9860.0,1090.0,10070.0,945.0
2008-12-31,1455.0,2902.0,10810.0,1120.5,10355.0,949.0
2009-01-02,1492.0,3071.0,12710.0,1220.5,11550.0,1040.5
2009-01-05,1515.5,3101.5,12405.0,1236.0,11400.0,1079.5
2009-01-06,1569.0,3332.0,13420.0,1280.5,12200.0,1165.0
2009-01-07,1575.0,3390.5,12515.0,1288.5,11925.0,1177.0
2009-01-08,1516.5,3170.5,11475.0,1230.0,11250.0,1145.5
2009-01-09,1520.5,3280.0,11375.0,1220.0,11350.0,1185.0
2009-01-12,1475.5,3171.5,10150.0,1213.0,11600.0,1150.0
2009-01-13,1440.5,3139.0,10355.0,1181.5,11305.0,1080.0
2009-01-14,1454.0,3274.0,10475.0,1235.5,11465.0,1136.0
2009-01-15,1431.0,3210.5,10610.0,1240.5,11005.0,1130.0
2009-01-16,1445.5,3343.0,10755.0,1245.5,11300.0,1162.0
2009-01-19,1401.0,3321.0,10880.0,1205.5,10805.0,1131.0
2009-01-20,1351.0,3275.5,10815.0,1197.5,10830.0,1145.0
2009-01-21,1325.5,3211.0,11030.0,1171.5,11350.0,1120.5
2009-01-22,1311.0,3155.0,11105.0,1114.0,11410.0,1105.5
2009-01-23,1290.0,3050.5,11045.0,1108.0,11055.0,1075.0
2009-01-26,1300.5,3281.0,11605.0,1140.5,12035.0,1153.0
2009-01-27,1309.0,3330.5,11210.0,1131.0,11750.0,1150.0
2009-01-28,1332.0,3295.0,11655.0,1121.0,11475.0,1160.0
2009-01-29,1309.0,3125.5,10985.0,1078.0,10900.0,1145.0
2009-01-30,1311.5,3106.0,10870.0,1077.0,10870.0,1152.0
2009-02-02,1316.0,3145.5,11205.0,1095.5,10610.0,1115.5
2009-02-03,1336.0,3201.0,11285.0,1127.0,10875.0,1114.0
2009-02-04,1384.0,3320.0,11605.0,1161.0,11450.0,1195.0
2009-02-05,1408.5,3350.5,11510.0,1144.0,11225.0,1165.0
2009-02-06,1422.0,3440.5,11500.0,1135.5,11200.0,1165.0
2009-02-09,1420.0,3527.0,11505.0,1172.5,11300.0,1180.0
2009-02-10,1390.0,3461.0,10925.0,1145.5,11150.0,1152.0
2009-02-11,1362.5,3377.0,10550.0,1123.5,11150.0,1145.0
2009-02-12,1341.0,3350.5,10135.0,1121.5,11205.0,1135.0
2009-02-13,1347.0,3407.0,10400.0,1139.5,11400.0,1145.0
2009-02-16,1315.5,3271.5,9920.0,1091.0,11110.0,1135.5
2009-02-17,1310.5,3271.0,9980.0,1090.0,11010.0,1102.5
2009-02-18,1280.5,3151.5,9725.0,1071.0,10900.0,1060.0
2009-02-19,1296.0,3291.0,9860.0,1112.5,11150.0,1085.0
2009-02-20,1264.5,3150.0,9575.0,1059.5,10800.0,1015.5
2009-02-23,1261.5,3205.5,9510.0,1086.0,10840.0,1026.0
2009-02-24,1253.5,3190.5,9475.0,1064.0,10510.0,991.5
2009-02-25,1293.5,3350.5,9730.0,1101.0,10950.0,1008.0
2009-02-26,1311.5,3443.0,10105.0,1125.5,10950.0,1050.0
2009-02-27,1290.0,3390.0,9675.0,1075.5,11000.0,1025.0
2009-03-02,1270.5,3330.0,9605.0,1078.5,11050.0,1024.0
2009-03-03,1285.5,3480.0,9675.0,1105.0,10810.0,1042.0
2009-03-04,1302.0,3545.0,9760.0,1146.0,10650.0,1104.0
2009-03-05,1302.0,3640.5,9785.0,1186.5,11100.0,1160.5
2009-03-06,1292.5,3693.0,9780.0,1225.0,11350.0,1190.0
2009-03-09,1261.5,3567.0,9575.0,1182.0,11275.0,1216.0
2009-03-10,1282.0,3667.5,9780.0,1238.0,11150.0,1250.0
2009-03-11,1301.0,3636.0,9755.0,1216.5,11055.0,1280.0
2009-03-12,1303.0,3494.0,9540.0,1187.5,11000.0,1230.5
2009-03-13,1335.0,3671.0,9535.0,1216.5,10800.0,1266.5
2009-03-16,1311.0,3690.0,9835.0,1230.5,10550.0,1285.0
2009-03-17,1316.5,3761.0,10005.0,1226.0,10475.0,1333.5
2009-03-18,1339.0,3740.0,9705.0,1192.0,10055.0,1320.5
2009-03-19,1401.0,3930.0,10015.0,1222.0,10650.0,1335.0
2009-03-20,1434.0,3911.0,9905.0,1230.0,10450.0,1302.0
2009-03-23,1403.0,4006.5,9815.0,1255.5,10600.0,1341.0
2009-03-24,1370.0,3911.0,9625.0,1222.0,10355.0,1251.0
2009-03-25,1360.0,3890.0,9485.0,1236.0,10225.0,1252.0
2009-03-26,1410.0,4078.0,9780.0,1309.0,10305.0,1310.5
2009-03-27,1381.0,3946.0,9500.0,1283.0,10210.0,1255.0
2009-03-30,1362.5,3872.0,9455.0,1280.5,10330.0,1235.0
2009-03-31,1365.5,4035.0,9405.0,1300.5,10425.0,1272.0
2009-04-01,1337.0,3963.5,9555.0,1261.0,10650.0,1242.0
2009-04-02,1381.0,4110.5,10210.0,1303.0,11075.0,1259.0
2009-04-03,1410.5,4130.0,10310.0,1313.0,11000.0,1283.0
2009-04-06,1448.0,4330.5,10800.0,1341.0,11075.0,1312.0
2009-04-07,1426.0,4309.0,10585.0,1320.0,10860.0,1315.0
2009-04-08,1417.0,4305.0,10615.0,1310.0,11000.0,1302.5
2009-04-09,1451.0,4465.0,10755.0,1352.0,11055.0,1352.5
2009-04-14,1472.0,4582.0,11405.0,1401.5,11100.0,1425.0
2009-04-15,1469.0,4750.0,12400.0,1448.5,11600.0,1502.0
2009-04-16,1456.5,4766.0,12270.0,1501.0,11600.0,1525.0
2009-04-17,1441.0,4725.0,12430.0,1502.0,12200.0,1525.0
2009-04-20,1419.0,4636.0,12230.0,1473.0,12400.0,1509.0
2009-04-21,1398.5,4402.5,11470.0,1396.0,11920.0,1438.0
2009-04-22,1410.0,4447.0,11385.0,1420.5,12500.0,1443.0
2009-04-23,1426.5,4541.0,11410.0,1422.0,12770.0,1461.5
2009-04-24,1416.5,4362.0,11050.0,1383.5,12700.0,1410.5
2009-04-27,1398.5,4305.5,11010.0,1341.0,12400.0,1375.0
2009-04-28,1389.5,4185.0,10825.0,1318.0,12105.0,1309.0
2009-04-29,1419.0,4300.5,11100.0,1362.0,12300.0,1318.0
2009-04-30,1430.5,4515.0,11505.0,1408.0,12560.0,1355.0
2009-05-01,1481.5,4501.0,11605.0,1448.5,12805.0,1334.5
2009-05-05,1478.5,4640.0,11900.0,1501.0,12750.0,1426.5
2009-05-06,1491.0,4591.0,12005.0,1522.0,13400.0,1408.0
2009-05-07,1550.5,4760.0,13035.0,1589.0,14025.0,1481.0
2009-05-08,1515.5,4752.0,13255.0,1541.0,14340.0,1473.5
2009-05-11,1482.5,4527.0,12775.0,1505.0,13850.0,1440.5
2009-05-12,1519.0,4626.0,13335.0,1551.0,14400.0,1461.0
2009-05-13,1483.0,4508.0,12455.0,1435.0,13895.0,1451.0
2009-05-14,1473.0,4309.0,12175.0,1430.0,13600.0,1395.0
2009-05-15,1477.0,4348.0,12280.0,1460.5,13775.0,1422.5
2009-05-18,1472.0,4400.0,12060.0,1479.0,13695.0,1460.0
2009-05-19,1489.5,4601.0,12700.0,1519.5,14000.0,1527.5
2009-05-20,1452.0,4539.0,12435.0,1449.0,14000.0,1436.0
2009-05-21,1430.0,4504.0,12300.0,1443.0,13705.0,1420.0
2009-05-22,1407.0,4586.0,12525.0,1467.5,13975.0,1422.5
2009-05-26,1405.0,4538.0,12800.0,1460.0,13900.0,1409.0
2009-05-27,1394.5,4661.0,13310.0,1457.0,13955.0,1427.5
2009-05-28,1363.0,4637.0,13340.0,1425.0,13680.0,1437.0
2009-05-29,1384.0,4776.0,13770.0,1509.0,14325.0,1530.0
2009-06-01,1425.0,4947.0,14275.0,1551.0,14800.0,1640.0
2009-06-02,1441.0,5026.0,14505.0,1547.0,14750.0,1627.5
2009-06-03,1443.0,4951.5,14260.0,1535.0,14840.0,1612.5
2009-06-04,1442.0,4870.0,13805.0,1505.0,14650.0,1565.5
2009-06-05,1556.5,5055.0,14605.0,1555.5,14725.0,1654.5
2009-06-08,1571.0,4936.0,14325.0,1520.5,14675.0,1616.0
2009-06-09,1599.0,5047.0,14650.0,1564.5,15150.0,1690.0
2009-06-10,1638.0,5180.0,15395.0,1607.5,15850.0,1744.5
2009-06-11,1642.0,5266.0,15435.0,1634.5,15825.0,1787.0
2009-06-12,1641.0,5240.5,15600.0,1672.5,15700.0,1796.5
2009-06-15,1586.0,5075.0,15050.0,1601.5,15340.0,1720.0
2009-06-16,1601.0,5049.0,14950.0,1561.0,15150.0,1690.0
2009-06-17,1562.5,4903.0,14650.0,1520.0,14880.0,1610.0
2009-06-18,1589.5,4901.0,14760.0,1516.0,14900.0,1639.0
2009-06-19,1642.0,5020.0,15200.0,1561.0,15000.0,1700.0
2009-06-22,1585.0,4821.0,14700.0,1490.5,14615.0,1600.0
2009-06-23,1563.0,4810.0,14750.0,1508.0,14595.0,1633.0
2009-06-24,1594.0,4890.5,15195.0,1535.5,14700.0,1645.0
2009-06-25,1622.0,5023.5,15355.0,1583.0,14800.0,1710.0
2009-06-26,1646.5,5101.5,15875.0,1589.5,15000.0,1718.0
