Lookback,Horizon,Reference,Compared_Model,DM_stat,p_value,Significant_5pct,Significant_1pct
22,22,FULL,w/o_Lead_Nickel_Tin,-3.818586083358551,0.00013476122238254007,True,True
22,22,FULL,w/o_Lead_Nickel_Tin_Zinc,-2.3842157695289297,0.0171279721293085,True,False
22,22,FULL,w/o_Lead_Nickel_Zinc,-2.0637739348578057,0.03905638801445055,True,False
22,22,FULL,w/o_Lead_Tin,-1.7048112336352834,0.08825043048959147,False,False
22,22,FULL,w/o_Lead_Tin_Zinc,-1.0193841760302302,0.3080371255845291,False,False
22,22,FULL,w/o_Lead_Zinc,1.4978648331668596,0.13418950307017963,False,False
22,22,FULL,w/o_Nickel,4.8934473623818455,1.0011820108513092e-06,True,True
22,22,FULL,w/o_Nickel_Tin,0.011134000510971855,0.9911166851271298,False,False
22,22,FULL,w/o_Nickel_Tin_Zinc,-6.986668463856813,2.9338753648744387e-12,True,True
22,22,FULL,w/o_Nickel_Zinc,8.319416523228133,2.220446049250313e-16,True,True
22,22,FULL,w/o_Tin,-7.542531361240367,4.8627768478581856e-14,True,True
22,22,FULL,w/o_Tin_Zinc,-3.5159705944705784,0.0004394483647196523,True,True
22,22,FULL,w/o_Zinc,-1.607999915771289,0.10785633206157019,False,False
22,63,FULL,w/o_Copper,-4.101815356580966,4.106857911434503e-05,True,True
22,63,FULL,w/o_Copper_Lead,11.205901197311354,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Nickel,11.189963928858207,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Nickel_Tin,-1.629135680616364,0.10329172851297952,False,False
22,63,FULL,w/o_Copper_Lead_Nickel_Tin_Zinc,-16.383990969975947,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Nickel_Zinc,-12.209441592745577,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Tin,-34.814300723212256,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Tin_Zinc,-33.30673938053479,0.0,True,True
22,63,FULL,w/o_Copper_Lead_Zinc,-13.661001922100846,0.0,True,True
22,63,FULL,w/o_Copper_Nickel,15.436678124461455,0.0,True,True
22,63,FULL,w/o_Copper_Nickel_Tin,-13.369385540063211,0.0,True,True
22,63,FULL,w/o_Copper_Nickel_Tin_Zinc,-32.996651383613234,0.0,True,True
22,63,FULL,w/o_Copper_Nickel_Zinc,1.6037831295671048,0.10876931313446447,False,False
22,63,FULL,w/o_Copper_Tin,-36.338651834098556,0.0,True,True
22,63,FULL,w/o_Copper_Tin_Zinc,-36.35874392858472,0.0,True,True
22,63,FULL,w/o_Copper_Zinc,-25.144031640475948,0.0,True,True
22,63,FULL,w/o_Lead,-6.63956850141816,3.183897590020024e-11,True,True
22,63,FULL,w/o_Lead_Nickel,5.301480729161715,1.154409328130157e-07,True,True
22,63,FULL,w/o_Lead_Nickel_Tin,-5.364658546885899,8.152665698091255e-08,True,True
22,63,FULL,w/o_Lead_Nickel_Tin_Zinc,13.20199344538337,0.0,True,True
22,63,FULL,w/o_Lead_Nickel_Zinc,20.152025615770224,0.0,True,True
22,63,FULL,w/o_Lead_Tin,-24.215670558296598,0.0,True,True
22,63,FULL,w/o_Lead_Tin_Zinc,-17.974925492808907,0.0,True,True
22,63,FULL,w/o_Lead_Zinc,-13.969600660997157,0.0,True,True
22,63,FULL,w/o_Nickel,19.36733026677428,0.0,True,True
22,63,FULL,w/o_Nickel_Tin,-8.764772202840682,0.0,True,True
