Input_Set,Lookback,Horizon,MAE,RMSE,MAPE,sMAPE,NRMSE,Directional_Accuracy,AUHE,Train_Time_sec,Inference_Time_sec,Num_Parameters,Model_Size_MB,FLOPs
w/o_Copper_Lead,10,63,121.10022735595703,156.2986111882476,4.889838397502899,4.9708690494298935,0.13561701909063167,0.4910859376839924,303.62403308972716,288.73518538475037,0.0015223312802413805,5311,0.020259857177734375,16624.0
w/o_Copper_Tin,10,63,169.92527770996094,218.90471314592565,6.742321699857712,7.051137834787369,0.18993900985883255,0.4880478556793293,418.21584152057767,251.6496708393097,0.0015491710572285186,5311,0.020259857177734375,16624.0
w/o_Copper_Zinc,10,63,135.96107482910156,178.25245440105445,5.43784461915493,5.603602156043053,0.15466590600003377,0.4881656107957891,337.4590748921037,229.55952906608582,0.0013165679105311544,5311,0.020259857177734375,16624.0
w/o_Copper_Nickel,10,63,119.41493225097656,159.992541330057,4.798400402069092,4.9028705805540085,0.13882215917756904,0.490709121311321,297.6878202520311,199.0260066986084,0.0008316078950106567,5311,0.020259857177734375,16624.0
w/o_Lead,10,63,127.51367950439453,170.9892289188123,5.086316913366318,5.243294686079025,0.14836375470275207,0.481995242693295,315.5578979291022,321.72166299819946,0.0009492713549016846,5311,0.020259857177734375,20880.0
w/o_Tin,10,63,138.1955108642578,181.55477608355557,5.565733090043068,5.692823976278305,0.15753126165096246,0.48298438567155744,344.91117019206285,324.4076726436615,0.0016999831892970053,5311,0.020259857177734375,20880.0
w/o_Zinc,10,63,117.9736557006836,153.91942519748767,4.774387180805206,4.841778054833412,0.13355264063771002,0.4920279786156708,296.47156056016684,325.8685290813446,0.0013384235365100714,5311,0.020259857177734375,20880.0
w/o_Nickel,10,63,123.04270935058594,164.49194390417728,4.9056753516197205,5.04879392683506,0.1427261981426246,0.49141565201007986,304.46542128920555,306.92377614974976,0.0014565450855107973,5311,0.020259857177734375,20880.0
w/o_Copper,10,63,125.11878967285156,160.64854521011077,5.060167610645294,5.140574648976326,0.13939136165858856,0.49362944819952426,313.9487915672362,207.9151930809021,0.001304892828627227,5311,0.020259857177734375,20880.0
FULL,10,63,124.1764144897461,161.07857287865758,5.023572966456413,5.101216211915016,0.13976448373525613,0.49457148913120275,311.53492787852883,271.3704574108124,0.0015447917960871576,5311,0.020259857177734375,25328.0
w/o_Copper_Lead_Nickel_Tin_Zinc,22,1,31.85400390625,41.30472665853071,1.2894208543002605,1.298976968973875,0.0358392413422756,0.49117647058823527,0.0,393.1699757575989,0.0014579401142271605,4641,0.017704010009765625,4400.0
w/o_Lead_Nickel_Tin_Zinc,22,1,30.45138168334961,39.26829850627762,1.2398755177855492,1.241489965468645,0.034072276878770645,0.5014705882352941,0.0,396.09795212745667,0.0014399589420940383,4641,0.017704010009765625,8464.0
w/o_Copper_Lead_Tin_Zinc,22,1,28.550832748413086,36.341250988890025,1.1644326150417328,1.1662804521620274,0.03153253915253014,0.5205882352941177,0.0,593.9342453479767,0.0013684354689677907,4641,0.017704010009765625,8464.0
w/o_Copper_Lead_Nickel_Tin,22,1,30.256031036376953,38.818123083007244,1.2295620515942574,1.2323043309152126,0.033681668428433405,0.5176470588235295,0.0,418.9882342815399,0.0008903120407799092,4641,0.017704010009765625,8464.0
w/o_Copper_Lead_Nickel_Zinc,22,1,28.454225540161133,36.3326038905657,1.165621355175972,1.1648350395262241,0.03152503553543585,0.5014705882352941,0.0,445.22174096107483,0.0009750056021714176,4641,0.017704010009765625,8464.0
w/o_Copper_Nickel_Tin_Zinc,22,1,29.203140258789062,37.553459615614145,1.187600288540125,1.1905884370207787,0.03258434634922381,0.513235294117647,0.0,484.9029686450958,0.0015924932673113987,4641,0.017704010009765625,8464.0
w/o_Lead_Tin_Zinc,22,1,31.298213958740234,40.01719143507653,1.2657730840146542,1.2708736583590508,0.03472207621741964,0.5073529411764706,0.0,445.2354691028595,0.0009173433160991921,4641,0.017704010009765625,12720.0
w/o_Lead_Nickel_Tin,22,1,27.27541160583496,34.77724173894114,1.1182893067598343,1.1173885315656662,0.03017548004613779,0.5205882352941177,0.0,548.9365084171295,0.0012477305492115441,4641,0.017704010009765625,12720.0
w/o_Lead_Nickel_Zinc,22,1,27.262189865112305,35.0971534552884,1.1112012900412083,1.1133364401757717,0.030453060919705777,0.5044117647058823,0.0,520.5721633434296,0.0010340875465964432,4641,0.017704010009765625,12720.0
w/o_Nickel_Tin_Zinc,22,1,27.047632217407227,34.773615654733476,1.101749949157238,1.104084961116314,0.030172335610213846,0.5088235294117647,0.0,658.3662886619568,0.0019668986618781403,4641,0.017704010009765625,12720.0
w/o_Copper_Lead_Tin,22,1,27.90885353088379,36.01149311981871,1.1335781775414944,1.1365790851414204,0.03124641534304668,0.5029411764705882,0.0,600.7927124500275,0.001544708372387767,4641,0.017704010009765625,12720.0
w/o_Copper_Lead_Zinc,22,1,31.569974899291992,40.41369173302765,1.283280923962593,1.2862736359238625,0.03506611060682447,0.49264705882352944,0.0,548.6037690639496,0.0014983413853134177,4641,0.017704010009765625,12720.0
w/o_Copper_Tin_Zinc,22,1,40.794063568115234,52.067765902655644,1.624581590294838,1.6367724165320396,0.04517810349867811,0.48823529411764705,0.0,407.14609003067017,0.0014704268059191376,4641,0.017704010009765625,12720.0
w/o_Copper_Lead_Nickel,22,1,28.22578239440918,36.07083282194563,1.153816282749176,1.1543283239006996,0.03129790134388555,0.49117647058823527,0.0,574.0134336948395,0.004325874051333524,4641,0.017704010009765625,12720.0
w/o_Copper_Nickel_Tin,22,1,26.949230194091797,34.738101815923066,1.0991455987095833,1.101191435009241,0.030141520138159208,0.5044117647058823,0.0,270.3826856613159,0.000329357236842577,4641,0.017704010009765625,12720.0
w/o_Copper_Nickel_Zinc,22,1,28.9019775390625,37.458150476356614,1.1687534861266613,1.173665840178728,0.03250164768442412,0.5029411764705882,0.0,150.21754050254822,0.0003215300354138345,4641,0.017704010009765625,12720.0
w/o_Lead_Tin,22,1,27.682077407836914,35.38410363481125,1.1329672299325466,1.132766529917717,0.0307020406660961,0.5029411764705882,0.0,124.13653492927551,0.00032098877972618246,4641,0.017704010009765625,17168.0
w/o_Lead_Zinc,22,1,27.255369186401367,35.24310105361048,1.108833122998476,1.1115535162389278,0.030579695629194322,0.5147058823529411,0.0,151.99221873283386,0.0003208326348124097,4641,0.017704010009765625,17168.0
w/o_Tin_Zinc,22,1,26.696470260620117,34.18797667343649,1.0934509336948395,1.0931278578937054,0.02966418814503963,0.4985294117647059,0.0,182.20062017440796,0.00032654907909959074,4641,0.017704010009765625,17168.0
w/o_Lead_Nickel,22,1,29.058002471923828,37.15849380840638,1.1817321181297302,1.1843926273286343,0.032241642552704695,0.5088235294117647,0.0,117.63472080230713,0.00031918786170724204,4641,0.017704010009765625,17168.0
w/o_Nickel_Tin,22,1,27.448232650756836,35.589325613956916,1.1142788454890251,1.1189752258360386,0.03088010841750269,0.5161764705882353,0.0,140.95501899719238,0.0003206418299289877,4641,0.017704010009765625,17168.0
w/o_Nickel_Zinc,22,1,28.467891693115234,36.654425039822954,1.1554641649127007,1.159178838133812,0.03180427468521215,0.5102941176470588,0.0,152.28043031692505,0.0003172574064279968,4641,0.017704010009765625,17168.0
w/o_Copper_Lead,22,1,29.153629302978516,37.18011842443065,1.1930493637919426,1.192786917090416,0.03226040656033925,0.5073529411764706,0.0,109.81386208534241,0.0003195988799331822,4641,0.017704010009765625,17168.0
w/o_Copper_Tin,22,1,27.596073150634766,35.59127892816142,1.1259379796683788,1.127812173217535,0.030881803102969063,0.5147058823529411,0.0,163.55449295043945,0.0003179810645821861,4641,0.017704010009765625,17168.0
w/o_Copper_Zinc,22,1,29.47400665283203,37.94765199577159,1.1926951818168163,1.1977162212133408,0.03292637822943496,0.5,0.0,133.06303596496582,0.00031801852535746347,4641,0.017704010009765625,17168.0
w/o_Copper_Nickel,22,1,29.71065330505371,37.94546772024049,1.2091359123587608,1.2113089673221111,0.032924484948015496,0.5088235294117647,0.0,112.7781572341919,0.00031924982953176627,4641,0.017704010009765625,17168.0
w/o_Lead,22,1,27.854829788208008,35.53109539874017,1.1427423916757107,1.1407464742660522,0.03082958229710376,0.4985294117647059,0.0,128.17531657218933,0.00033245737857230434,4641,0.017704010009765625,21808.0
w/o_Tin,22,1,27.212095260620117,34.744140130927114,1.1097580194473267,1.1114560067653656,0.030146759761388264,0.4985294117647059,0.0,158.44486141204834,0.0003207370573203469,4641,0.017704010009765625,21808.0
w/o_Zinc,22,1,29.034273147583008,37.365102420657834,1.1781152337789536,1.1815901845693588,0.03242091180962748,0.5058823529411764,0.0,140.33565640449524,0.000321140723431513,4641,0.017704010009765625,21808.0
w/o_Nickel,22,1,30.25141143798828,39.00649892015191,1.2259588576853275,1.2298881076276302,0.03384511951769249,0.5058823529411764,0.0,123.52557396888733,0.0003274222302541859,4641,0.017704010009765625,21808.0
w/o_Copper,22,1,27.703575134277344,35.48936969471457,1.1290641501545906,1.1312899179756641,0.03079337825485525,0.5235294117647059,0.0,150.0366132259369,0.0003192473788268416,4641,0.017704010009765625,21808.0
FULL,22,1,28.84326171875,36.68638866502466,1.1782406829297543,1.1792555451393127,0.03183200861006132,0.5044117647058823,0.0,120.44390869140625,0.000327839900393493,4641,0.017704010009765625,26640.0
w/o_Copper_Lead_Nickel_Tin_Zinc,22,5,42.507408142089844,56.08745829965577,1.7230778932571411,1.732620783150196,0.04866590851558259,0.4706227967097532,6.923845876008272,121.21175599098206,0.00032329174215397995,4709,0.017963409423828125,4464.0
w/o_Lead_Nickel_Tin_Zinc,22,5,41.901798248291016,54.78836680098021,1.7092814669013023,1.7125222831964493,0.04753871429509554,0.48237367802585196,6.843451829627156,185.36873602867126,0.00031743350708187063,4709,0.017963409423828125,8528.0
w/o_Copper_Lead_Tin_Zinc,22,5,50.011783599853516,64.82262833711118,2.0009873434901237,2.0225849002599716,0.05624523369712577,0.4703290246768508,8.021761570125818,125.2836046218872,0.00031932370078021033,4709,0.017963409423828125,8528.0
w/o_Copper_Lead_Nickel_Tin,22,5,43.59189987182617,56.47826082053607,1.7820831388235092,1.7823370173573494,0.049004997865755455,0.4894242068155112,7.148252008482814,120.86508274078369,0.0003186024933309457,4709,0.017963409423828125,8528.0
w/o_Copper_Lead_Nickel_Zinc,22,5,44.48761749267578,58.55794322586603,1.8036603927612305,1.8110549077391624,0.050809493654462065,0.4726792009400705,7.236383855342865,118.57525658607483,0.0003160219010452517,4709,0.017963409423828125,8528.0
w/o_Copper_Nickel_Tin_Zinc,22,5,48.000762939453125,62.73634998447869,1.9388945773243904,1.9500426948070526,0.05443501172510503,0.48413631022326675,7.7809367794543505,85.22364735603333,0.00031629848060103766,4709,0.017963409423828125,8528.0
w/o_Lead_Tin_Zinc,22,5,44.06603240966797,57.50181934961385,1.8042707815766335,1.8036134541034698,0.04989311896797888,0.4688601645123384,7.225018879398704,91.88380312919617,0.00032037435299149346,4709,0.017963409423828125,12784.0
w/o_Lead_Nickel_Tin,22,5,43.81428146362305,57.59560241866344,1.7753968015313148,1.7845040187239647,0.04997449365975796,0.4715041128084606,7.123329257592559,129.69723773002625,0.0003281721459611397,4709,0.017963409423828125,12784.0
w/o_Lead_Nickel_Zinc,22,5,42.16759490966797,55.806159091789546,1.7102532088756561,1.71868484467268,0.048421830779301074,0.47238542890716806,6.865854188799858,158.66747760772705,0.0003261986282953607,4709,0.017963409423828125,12784.0
w/o_Nickel_Tin_Zinc,22,5,43.6302490234375,57.1569846863662,1.782737858593464,1.784665323793888,0.04959391430505182,0.4735605170387779,7.151334546506405,93.00124859809875,0.00031961813547187615,4709,0.017963409423828125,12784.0
w/o_Copper_Lead_Tin,22,5,45.63905715942383,59.87491029481798,1.8433235585689545,1.8560349941253662,0.05195219821888553,0.47326674500587546,7.396693807095289,113.76056599617004,0.00031975782565258324,4709,0.017963409423828125,12784.0
w/o_Copper_Lead_Zinc,22,5,47.35145950317383,61.89696777016322,1.9102005288004875,1.92515030503273,0.053706697476401465,0.4688601645123384,7.66012012027204,94.52254343032837,0.00032020280364676546,4709,0.017963409423828125,12784.0
w/o_Copper_Tin_Zinc,22,5,45.352046966552734,58.67675786938556,1.8491080030798912,1.8526365980505943,0.050912588123644215,0.47238542890716806,7.408135384321213,109.240797996521,0.0003202546185508874,4709,0.017963409423828125,12784.0
w/o_Copper_Lead_Nickel,22,5,42.64778518676758,55.86838869583362,1.7336741089820862,1.7394306138157845,0.048475825709013994,0.4811985898942421,6.966844294220209,134.99976468086243,0.0003182222839669159,4709,0.017963409423828125,12784.0
w/o_Copper_Nickel_Tin,22,5,47.94812774658203,62.74601580977074,1.9349724054336548,1.948346570134163,0.054443399094190575,0.4726792009400705,7.76766617782414,86.94586610794067,0.00032049478763350654,4709,0.017963409423828125,12784.0
w/o_Copper_Nickel_Zinc,22,5,43.31747055053711,57.089105927707436,1.7540156841278076,1.76381915807724,0.0495350173652301,0.4703290246768508,7.038445118814707,139.82033586502075,0.0003201916004242526,4709,0.017963409423828125,12784.0
w/o_Lead_Tin,22,5,43.47275161743164,57.102720628048885,1.7644517123699188,1.772354543209076,0.049546830514506465,0.4720916568742656,7.081721816211939,138.57337760925293,0.0003261993284967677,4709,0.017963409423828125,17232.0
w/o_Lead_Zinc,22,5,42.468299865722656,55.55513519806247,1.7367923632264137,1.73730980604887,0.048204020667748405,0.4694477085781434,6.966480286791921,110.06862187385559,0.00033392009931163815,4709,0.017963409423828125,17232.0
w/o_Tin_Zinc,22,5,47.830810546875,62.11870802518956,1.9399868324398994,1.9482038915157318,0.05389909723575612,0.4712103407755582,7.7787138521671295,109.37344288825989,0.0003199419786226382,4709,0.017963409423828125,17232.0
w/o_Lead_Nickel,22,5,42.878543853759766,56.33952511198289,1.7406025901436806,1.7475228756666183,0.04888461892878928,0.47326674500587546,6.982872076332569,143.47252702713013,0.0003197557250483621,4709,0.017963409423828125,17232.0
w/o_Nickel_Tin,22,5,45.13718032836914,58.481396447663165,1.845942810177803,1.8460344523191452,0.0507430765478833,0.47238542890716806,7.3962554801255465,94.63779473304749,0.00031999904503731303,4709,0.017963409423828125,17232.0
w/o_Nickel_Zinc,22,5,46.184539794921875,60.96917646250132,1.8645957112312317,1.877884566783905,0.052901672230883906,0.4709165687426557,7.479357300326228,122.8749520778656,0.00031662407425531733,4709,0.017963409423828125,17232.0
w/o_Copper_Lead,22,5,43.617408752441406,57.43347884455111,1.7690058797597885,1.7775950953364372,0.04983382152631843,0.47297297297297297,7.103749876841903,123.75799322128296,0.00031831225984772224,4709,0.017963409423828125,17232.0
w/o_Copper_Tin,22,5,45.76080322265625,60.02755104754503,1.8473051488399506,1.8610656261444092,0.052084641860001994,0.4709165687426557,7.418124191462994,107.10859727859497,0.00031857903658380943,4709,0.017963409423828125,17232.0
w/o_Copper_Zinc,22,5,44.2523307800293,58.46372239207405,1.7913300544023514,1.802440732717514,0.050727741630372115,0.47326674500587546,7.184666907414794,113.70979762077332,0.00032076681588014664,4709,0.017963409423828125,17232.0
w/o_Copper_Nickel,22,5,43.135250091552734,55.85142644496647,1.7698442563414574,1.7659084871411324,0.04846110643895739,0.48149236192714456,7.093855831772089,103.0279848575592,0.00032043001900335414,4709,0.017963409423828125,17232.0
w/o_Lead,22,5,42.85793685913086,56.39463393203404,1.7404375597834587,1.7471855506300926,0.048932437524361064,0.4709165687426557,6.98486715555191,144.28432822227478,0.0003291468263197575,4709,0.017963409423828125,21872.0
w/o_Tin,22,5,43.53205871582031,57.54462644941859,1.7611071467399597,1.7725257202982903,0.049930263031072016,0.4697414806110458,7.0695157162845135,139.74096179008484,0.0003308794747015103,4709,0.017963409423828125,21872.0
w/o_Zinc,22,5,43.100582122802734,56.26665118128366,1.761317066848278,1.762634888291359,0.04882138928725762,0.4703290246768508,7.065464416518807,132.46183562278748,0.0003273616628324758,4709,0.017963409423828125,21872.0
w/o_Nickel,22,5,42.670310974121094,56.0976256495373,1.7324816435575485,1.7395317554473877,0.04867472948583239,0.47326674500587546,6.952337920665741,138.57743525505066,0.0003204793832025514,4709,0.017963409423828125,21872.0
w/o_Copper,22,5,42.93684768676758,55.79653808355295,1.759883388876915,1.757928729057312,0.048413483129406146,0.4994124559341951,7.066998537629843,114.50250911712646,0.00032787946177299153,4709,0.017963409423828125,21872.0
FULL,22,5,42.64318084716797,55.717691819032,1.7423532903194427,1.7433768138289452,0.048345070133498806,0.4882491186839013,6.990158278495073,104.37376046180725,0.00032930297123353035,4709,0.017963409423828125,26704.0
w/o_Copper_Lead_Nickel_Tin_Zinc,22,10,54.987735748291016,74.16641246737805,2.2468453273177147,2.253067120909691,0.06435263544773585,0.5040387722132472,20.34894246608019,88.12063598632812,0.0003127803186312996,4794,0.01828765869140625,4544.0
w/o_Lead_Nickel_Tin_Zinc,22,10,56.23129653930664,75.44679093055416,2.285829745233059,2.3013636469841003,0.06546359444905771,0.47407842561315905,20.671568159013987,100.42726016044617,0.0003170624003361325,4794,0.01828765869140625,8608.0
w/o_Copper_Lead_Tin_Zinc,22,10,101.96233367919922,126.03990873429733,4.004187136888504,4.114540293812752,0.10936217732129533,0.4834777500367161,36.03309951722622,98.61040759086609,0.00031748777269091725,4794,0.01828765869140625,8608.0
w/o_Copper_Lead_Nickel_Tin,22,10,57.53853988647461,76.72434424613873,2.3527000099420547,2.356571890413761,0.06657209748042633,0.4956674988985167,21.270402753725648,81.11049914360046,0.0003198285459946956,4794,0.01828765869140625,8608.0
w/o_Copper_Lead_Nickel_Zinc,22,10,61.206520080566406,81.62778158545349,2.483202703297138,2.5022445246577263,0.07082671126160854,0.4752533411661037,22.437182115390897,82.0658609867096,0.00031816136644450226,4794,0.01828765869140625,8608.0
w/o_Copper_Nickel_Tin_Zinc,22,10,56.99444580078125,74.95354681192545,2.349327504634857,2.3417681455612183,0.06503561355028127,0.48803054780437655,21.2129567284137,98.7694399356842,0.0003212110936729218,4794,0.01828765869140625,8608.0
w/o_Lead_Tin_Zinc,22,10,60.20511245727539,79.59377760600228,2.4382591247558594,2.456936612725258,0.06906184860527381,0.4896460566896754,22.023013746365905,75.97859168052673,0.00032118098501241854,4794,0.01828765869140625,12864.0
w/o_Lead_Nickel_Tin,22,10,55.02022933959961,72.87665829481172,2.269637770950794,2.260046824812889,0.06323354063220236,0.48700249669555,20.492428727447987,133.84597444534302,0.0003266134976290396,4794,0.01828765869140625,12864.0
w/o_Lead_Nickel_Zinc,22,10,56.05946350097656,74.98445802506343,2.280988357961178,2.2925106808543205,0.06506243724367877,0.4751064767219856,20.620491774752736,101.45786118507385,0.00032655538091225423,4794,0.01828765869140625,12864.0
w/o_Nickel_Tin_Zinc,22,10,55.6145133972168,73.98395426226723,2.26807352155447,2.274894528090954,0.06419432137379673,0.47833749449258334,20.484974002465606,140.51535320281982,0.0003261090025152579,4794,0.01828765869140625,12864.0
w/o_Copper_Lead_Tin,22,10,60.66950607299805,80.11897890793416,2.4527685716748238,2.476065792143345,0.06951755349910176,0.4752533411661037,22.172273928299546,111.16497826576233,0.00032915382833382807,4794,0.01828765869140625,12864.0
w/o_Copper_Lead_Zinc,22,10,71.29256439208984,92.338324713726,2.853805385529995,2.8881600126624107,0.08012002212623706,0.4800998678220003,25.73689352720976,64.46216106414795,0.0003266817672662273,4794,0.01828765869140625,12864.0
w/o_Copper_Tin_Zinc,22,10,76.24285888671875,96.13333026323389,3.0802208930253983,3.1023049727082253,0.08341286880592455,0.48538698781025114,27.783756144344807,63.122780561447144,0.00033328641703825513,4794,0.01828765869140625,12864.0
w/o_Copper_Lead_Nickel,22,10,55.633628845214844,73.7674006220312,2.283899299800396,2.2819940000772476,0.06400642312271212,0.4789249522690557,20.635497989133,114.52913761138916,0.0003332314512278015,4794,0.01828765869140625,12864.0
w/o_Copper_Nickel_Tin,22,10,55.438140869140625,73.79672778145384,2.277212031185627,2.2742973640561104,0.0640318698841682,0.4834777500367161,20.57518782094121,93.12130880355835,0.0003334810730294159,4794,0.01828765869140625,12864.0
w/o_Copper_Nickel_Zinc,22,10,57.68074417114258,76.76709589217734,2.343195304274559,2.3571114987134933,0.06660919520446375,0.47701571449552066,21.187229128554463,101.50729370117188,0.00033413541124430694,4794,0.01828765869140625,12864.0
w/o_Lead_Tin,22,10,59.3278694152832,78.88387368368613,2.403452806174755,2.4196024984121323,0.06844587677730132,0.48876487002496694,21.75625986419618,78.14989447593689,0.0003326366301325099,4794,0.01828765869140625,17312.0
w/o_Lead_Zinc,22,10,56.51386260986328,75.37111308385992,2.2974757477641106,2.3098744451999664,0.06539793200710069,0.47598766338669407,20.779325161129236,115.00679135322571,0.00033239646104989075,4794,0.01828765869140625,17312.0
w/o_Tin_Zinc,22,10,58.787044525146484,77.55861253855853,2.4007102474570274,2.4067260324954987,0.06729597310957831,0.4765751211631664,21.682965802028775,86.22972750663757,0.00033421068289556517,4794,0.01828765869140625,17312.0
w/o_Lead_Nickel,22,10,55.551666259765625,74.35189701577055,2.2582337260246277,2.2714298218488693,0.06451357760812088,0.4743721545013952,20.4275943338871,130.40684485435486,0.00033351958410680383,4794,0.01828765869140625,17312.0
w/o_Nickel_Tin,22,10,55.54757308959961,73.8704260428353,2.27289367467165,2.275385707616806,0.06409581116119843,0.48803054780437655,20.55774498730898,118.94696474075317,0.00033388473914058197,4794,0.01828765869140625,17312.0
w/o_Nickel_Zinc,22,10,54.625770568847656,73.07852756731111,2.2320523858070374,2.2370029240846634,0.06340870226282871,0.4746658833896314,20.178395602852106,128.73458981513977,0.00033671040191874454,4794,0.01828765869140625,17312.0
w/o_Copper_Lead,22,10,55.177276611328125,73.67663193815255,2.2484688088297844,2.256583049893379,0.0639276665875813,0.475840798942576,20.33504508435726,158.49947810173035,0.0003375005792066039,4794,0.01828765869140625,17312.0
w/o_Copper_Tin,22,10,70.71366882324219,91.92601156126867,2.8277432546019554,2.8688568621873856,0.07976226475647363,0.47422529005727715,25.514055881649256,90.22548294067383,0.0003282117073406382,4794,0.01828765869140625,17312.0
w/o_Copper_Zinc,22,10,55.66883850097656,74.17390750585747,2.269393764436245,2.276659943163395,0.06435913615526703,0.48303715670436187,20.533094136044383,130.5915298461914,0.00032876661695572775,4794,0.01828765869140625,17312.0
w/o_Copper_Nickel,22,10,55.84962844848633,73.91625196590734,2.2916648536920547,2.2901779040694237,0.06413557669087237,0.47393156116904095,20.6965958699584,125.65679883956909,0.0003231023376733721,4794,0.01828765869140625,17312.0
w/o_Lead,22,10,59.51333999633789,78.7817086460271,2.411126159131527,2.4254003539681435,0.06835723016370657,0.4815685122631811,21.79173086769879,82.52150321006775,0.0003209481680445734,4794,0.01828765869140625,21952.0
w/o_Tin,22,10,60.09074783325195,78.87023002117941,2.4405788630247116,2.4537818506360054,0.0684340404584971,0.4746658833896314,21.986059891059995,485.36693000793457,0.004676525463266695,4794,0.01828765869140625,21952.0
w/o_Zinc,22,10,55.1959342956543,73.70717109150574,2.2545939311385155,2.25913617759943,0.06395415928772365,0.4736378322808048,20.374359097331762,1237.068689107895,0.004720577234388623,4794,0.01828765869140625,21952.0
w/o_Nickel,22,10,56.93906784057617,76.02674475451879,2.3215582594275475,2.3292379453778267,0.06596680349486506,0.4778969011602291,20.993444602936506,857.219377040863,0.004731199639834321,4794,0.01828765869140625,21952.0
w/o_Copper,22,10,57.321495056152344,76.23689692743928,2.3251965641975403,2.339971624314785,0.0661491542989933,0.47334410339256866,21.018738532438874,1093.6634554862976,0.0038217938068854825,4794,0.01828765869140625,21952.0
FULL,22,10,57.098236083984375,76.40042794791793,2.316010743379593,2.3311028257012367,0.06629104448761179,0.4743721545013952,20.93861778266728,965.5319819450378,0.0038970840134809723,4794,0.01828765869140625,26784.0
w/o_Copper_Lead_Nickel_Tin_Zinc,22,22,80.15913391113281,106.57373016338266,3.2350026071071625,3.284670040011406,0.09247178348698475,0.48858539197964784,68.10853946954012,852.5943439006805,0.0042527080108912246,4998,0.01906585693359375,4736.0
w/o_Lead_Nickel_Tin_Zinc,22,22,79.87619018554688,105.20814098579777,3.2300110906362534,3.266734257340431,0.09128688721232707,0.4750619267590547,68.02191948518157,261.4462778568268,0.0003170882830388065,4998,0.01906585693359375,8800.0
w/o_Copper_Lead_Tin_Zinc,22,22,110.76347351074219,137.23532765381515,4.398275539278984,4.509244486689568,0.11907620047281715,0.4915980451228493,92.58716497570276,56.09994864463806,0.00031916136594162774,4998,0.01906585693359375,8800.0
w/o_Copper_Lead_Nickel_Tin,22,22,74.20894622802734,100.07397654360499,3.0373839661478996,3.048063814640045,0.08683208209056392,0.4859744259222066,63.906466122716665,74.97689604759216,0.0003209858474394359,4998,0.01906585693359375,8800.0
w/o_Copper_Lead_Nickel_Zinc,22,22,82.74279022216797,109.32560491771815,3.341774642467499,3.377063572406769,0.09485952911045953,0.4771373100354824,70.26512194424868,62.44252800941467,0.0003224423426767161,4998,0.01906585693359375,8800.0
w/o_Copper_Nickel_Tin_Zinc,22,22,86.7598876953125,113.07734666203041,3.4838709980249405,3.5328183323144913,0.0981148345351477,0.4857735823793265,73.2939176261425,64.78957676887512,0.0003161704241790547,4998,0.01906585693359375,8800.0
w/o_Lead_Tin_Zinc,22,22,77.46580505371094,102.78562053644713,3.177718073129654,3.1829461455345154,0.08918492116535039,0.4816228158264712,66.860649921,116.2868139743805,0.0038898598638655336,4998,0.01906585693359375,13056.0
w/o_Lead_Nickel_Tin,22,22,79.07804107666016,105.12773108818624,3.2873906195163727,3.2548468559980392,0.09121712045400616,0.4898574010845551,68.98488998413086,481.2026798725128,0.003856087995031972,4998,0.01906585693359375,13056.0
w/o_Lead_Nickel_Zinc,22,22,77.55864715576172,102.79236124951115,3.244582563638687,3.2006241381168365,0.08919076650623638,0.48717948717948717,67.99691217020154,627.0281591415405,0.004541181850854708,4998,0.01906585693359375,13056.0
w/o_Nickel_Tin_Zinc,22,22,86.81421661376953,113.03096920755833,3.4916333854198456,3.5337258130311966,0.09807459237518634,0.49434290687554394,73.32120081409812,439.0131583213806,0.004521045488180574,4998,0.01906585693359375,13056.0
w/o_Copper_Lead_Tin,22,22,95.30365753173828,121.66504752418625,3.829478472471237,3.9036523550748825,0.10556620103418173,0.47553056169244157,80.62119344249368,954.757904291153,0.004673831417212957,4998,0.01906585693359375,13056.0
w/o_Copper_Lead_Zinc,22,22,74.27790832519531,99.593789221831,3.062576800584793,3.053700737655163,0.08641543440084389,0.4858405302269532,64.45399522781372,813.7529232501984,0.0038937075675323893,4998,0.01906585693359375,13056.0
w/o_Copper_Tin_Zinc,22,22,120.74056243896484,149.49348073160246,4.768726974725723,4.913799837231636,0.1297123509735967,0.4873133828747406,100.29945094138384,551.2623176574707,0.004064192301394837,4998,0.01906585693359375,13056.0
w/o_Copper_Lead_Nickel,22,22,72.81483459472656,98.03227605456021,2.986609563231468,2.990117110311985,0.08506053999034023,0.49220057575148957,62.92742337100208,775.3832085132599,0.0038158479249530055,4998,0.01906585693359375,13056.0
w/o_Copper_Nickel_Tin,22,22,73.98851776123047,99.94704164112362,3.0606385320425034,3.0428914353251457,0.08672194739484469,0.4836312512552721,64.20910600572824,280.93169498443604,0.00031567813721602024,4998,0.01906585693359375,13056.0
w/o_Copper_Nickel_Zinc,22,22,74.34092712402344,99.13669343071213,3.0616873875260353,3.053532727062702,0.08601882504279074,0.48142197228359107,64.32250300422311,105.88852429389954,0.00032310141730554327,4998,0.01906585693359375,13056.0
w/o_Lead_Tin,22,22,77.92745208740234,103.83490501753252,3.181067481637001,3.204489126801491,0.09009536445270126,0.4750619267590547,67.00080665759742,126.83573722839355,0.0003257159456413168,4998,0.01906585693359375,17504.0
w/o_Lead_Zinc,22,22,76.03285217285156,100.77894861713432,3.113383799791336,3.119766339659691,0.08744377086581473,0.4771373100354824,65.39546176791191,110.30146884918213,0.00031702332363212933,4998,0.01906585693359375,17504.0
