Step,MAPE,Lookback,Horizon,Input_Set
1,1.1039037257432938,10,5,FULL
2,1.4283382333815098,10,5,FULL
3,1.6915518790483475,10,5,FULL
4,1.9389187917113304,10,5,FULL
5,2.1862080320715904,10,5,FULL
