Step,MAPE,Lookback,Horizon,Input_Set
1,1.201513223350048,22,5,FULL
2,1.5002545900642872,22,5,FULL
3,1.7598042264580727,22,5,FULL
4,2.0084913820028305,22,5,FULL
5,2.241702936589718,22,5,FULL
