,Gradient,Granger
Copper,27.996148740801097,1.4844625096423518
Nickel,-2.4801186496427263,2.6092528486667383
Zinc,10.397144896567179,0.4311653060946614
Tin,121.26561037169586,0.05385975830279809
Lead,50.698883993026136,0.5031247007922895
